product_link,Title,Actual_Price,Selling_Price,Brand,Model,Colour,Form_Factor,Connectivity_Type
https://www.amazon.in/Skullcandy-Wireless-Resistant-Microphones-Noise-Isolating/dp/B08VSJGW35/ref=sr_1_31?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-31,"Skullcandy Jib Bluetooth Truly Wireless In Ear Earbuds With Mic Dual (Tws) With 22 Hours Total Battery, Ipx4 Sweat And Water Resistant, Noise-Isolating Fit Call Track Volume Control (Light Gray Blue)",8999.0,3299.0,Skullcandy,Jib TWS,Light Gray Blue,In Ear,Wireless
https://www.amazon.in/Boom-Ultima-Headphones-Cancelling-Earphones/dp/B08D75R3Z1/ref=sr_1_19?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386843&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-19,"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)",1900.0,299.0,pTron,Boom Ultima,Dark Blue,nan,nan
https://www.amazon.in/Boat-Rockerz-450-Lightweight-Compatibility/dp/B086671ZSR/ref=sr_1_7?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386843&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-7,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Hazel Beige)",3990.0,1499.0,boAt,Rockerz 450,Hazel Beige,On Ear,Wireless
https://www.amazon.in/BassHeads-102-Earphones-Multi-Function-Microphone/dp/B07SF1X921/ref=sr_1_63?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-63,boAt Bassheads 102 in Ear Wired Earphones with Mic(Fiery Red),1290.0,499.0,boAt,Bassheads,Fiery Red,In Ear,3.5 mm Jack
https://www.amazon.in/Zebronics-90-Pro-Resistant-Black/dp/B08RJ1VLFK/ref=sr_1_102?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386805&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-102,"ZEBRONICS Zeb-Yoga 90 Pro Wireless Bluetooth in Ear Neckband Earphone with Rapid Charge,Dual Pairing,Magnetic earpiece,Splash Proof,Type C Charging with Mic (Black)",2999.0,599.0,ZEBRONICS,Zebronics Zeb Yoga 90 Pro,Black,In Ear,Wireless
https://www.amazon.in/Skullcandy-Cancellation-Wireless-Over-Ear-Headphone/dp/B07VTCLHYG/ref=sr_1_25?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-25,Skullcandy Crusher Bluetooth Wireless Over Ear Headphone with Mic (Black),29999.0,17499.0,Skullcandy,Crusher ANC,Black,Over Ear,Wireless
https://www.amazon.in/boAt-Rockerz-450-Headphones-Integrated/dp/B0BLH26TK8/ref=sr_1_64?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-64,"boAt Rockerz 450 Wonder Woman Edition Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Amazonian Red)",3990.0,1157.0,boAt,Rockerz 450,Amazonian Red,On Ear,Bluetooth
https://www.amazon.in/Skullcandy-Dime-Wireless-Earbuds-Green/dp/B09NPD71ZJ/ref=sr_1_78?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386864&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-78,Skullcandy Dime 2 in-Ear True Wireless Earbuds with Mic (Dark Green),7999.0,2699.0,Skullcandy,Dime 2 TWS,Green,In Ear,Wireless
https://www.amazon.in/Skullcandy-Cassette-S5CSW-M448-Wireless-Headphone/dp/B08MV5BVVR/ref=sr_1_15?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386858&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-15,Skullcandy Cassette S5CSW-M448 Wireless Bluetooth On Ear Headphone with Mic (Chill Gray),7999.0,2799.0,Skullcandy,Cassette,Chill Gray,On Ear,Wireless
https://www.amazon.in/Wings-Phantom-Wireless-Playtime-Bluetooth/dp/B0B9WVTR2R/ref=sr_1_36?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-36,"Wings Phantom 260 Truly Wireless in Ear Earbuds with Mic,Fast Charge & Up to 30Hrs Playtime, Gaming Earbuds with Low Latency 40 ms, Case with LED Lights, Bluetooth 5.3 TWS",2999.0,1499.0,Wings,Phantom,Black,nan,nan
https://www.amazon.in/Meyaar-Earphones-Isolating-Microphones-Headphones/dp/B08HL4ZQRK/ref=sr_1_78?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-78,"Meyaar SP Dual Driver Earphones,6D Sound High End Sport Earbuds Noise Isolating Deep Bass in Ear Earphones with Microphones Headphones with Volume Control (Metal Black)",999.0,249.0,Meyaar,SP Dual,Metal Black,In Ear,Wireless
https://www.amazon.in/Zebronics-Bluetooth-Headphone-Assistant-Multifunction/dp/B088FLHXJX/ref=sr_1_20?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-20,ZEBRONICS Zeb-Duke Bluetooth Wireless Over Ear Headphone with Mic (Blue),2499.0,1289.0,ZEBRONICS,Zeb-Duke,Blue,Over Ear,Wireless
https://www.amazon.in/boAt-Bassheads-220-Earphones-Inline/dp/B0BPLTVZH1/ref=sr_1_45?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-45,boAt Bassheads 220 Wired in Ear Earphones with Inline Mic(Blue),999.0,399.0,boAt,Bassheads,Blue 2,In Ear,Wired
https://www.amazon.in/Boat-Rockerz-450-Lightweight-Compatibility/dp/B086671ZSR/ref=sr_1_3?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-3,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Hazel Beige)",3990.0,1499.0,boAt,Rockerz 450,Hazel Beige,On Ear,Wireless
https://www.amazon.in/boAt-Airdopes-172-Wireless-Playtime/dp/B0BNPTJ7T2/ref=sr_1_84?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-84,"boAt Airdopes 172 True Wireless in Ear Earbuds with Enx Tech, Beast Mode, 35H Playtime, 11mm Drivers, ASAP Charge, IPX4, IWP, Touch Controls(Stunning Black)",2990.0,1599.0,boAt,Airdopes 172,Stunning Black,In Ear,Bluetooth
https://www.amazon.in/Zebronics-Bluetooth-Headphone-Assistant-Rechargeable/dp/B09NNT5338/ref=sr_1_41?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386799&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-41,"ZEBRONICS Zeb-Bang Pro Bluetooth Wireless On Ear Headphones with Mic V5.0, 30H Backup, Foldable, Call Function, Voice Assistant, Built-in Rechargeable Battery, Type C, 40Mm Driver and Aux (Orange)",2499.0,1276.0,ZEBRONICS,Zeb- Bang Pro (Orange),Orange,On Ear,Wireless
https://www.amazon.in/Sony-Extra-MDR-XB450AP-Headphones-Black/dp/B00SISEOLC/ref=sr_1_24?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386843&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-24,Sony Extra Bass MDR-XB450AP On-Ear Wired Headphones with Mic (Black),2490.0,2016.0,Sony,MDR-XB450AP,Black,On Ear,Wired
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODIzNTQyMjE5NjIwNjc4OjE2ODQzODY4NDY6c3BfbXRmOjIwMTUyMjQyNTU5MDk4OjowOjo&url=%2FSuper-Rockerz-400-Bluetooth-Headphones%2Fdp%2FB01FSYQ3XA%2Fref%3Dsr_1_27_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386846%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,boAt Rockerz 400 Bluetooth On Ear Headphones with Mic with Upto 8 Hours Playback & Soft Padded Ear Cushions(Black/Red),2990.0,1099.0,boAt,Rockerz,Black/Red,On Ear,Wireless
https://www.amazon.in/Bassbuds-Tango-Environmental-Cancellation-Headphones/dp/B09KYGMHL9/ref=sr_1_41?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-41,"PTron Bassbuds Tango ENC Bluetooth Truly Wireless in Ear Earbuds with mic, Movie Mode, 40Hrs Playtime, Bluetooth Headphones 5.1, Deep Bass, Touch Control TWS Earbuds & Type-C Fast Charging (White)",3999.0,989.0,pTron,Bassbuds,White,nan,nan
https://www.amazon.in/Boat-BassHeads-100-Inspired-Earphones/dp/B07GQD4K6L/ref=sr_1_30?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386846&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-30,boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),999.0,399.0,boAt,BassHeads 100,Furious Red,In Ear,Wired
https://www.amazon.in/Phantom-Earbuds-Latency-Bluetooth-Earphones/dp/B09YD9MDLZ/ref=sr_1_33?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-33,"Wings Phantom 250 Gaming TWS Earbuds, with 40ms Low Latency, Bluetooth 5.2, 13mm Drivers, AAC Codec Support Earphones(Black)",2999.0,999.0,Wings,Phantom 250,Red Black,nan,nan
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDAwMDQ0MDM4MDg5NjE6MTY4NDM4Njg3MDpzcF9tdGY6MjAwNTgzNjIwNTYyMDY6OjA6Og&url=%2FPTron-Boom-Ultima-V2-Tangle-free%2Fdp%2FB08NKWXMGM%2Fref%3Dsr_1_32_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386870%26refinements%3Dp_89%253APTron%26rnid%3D3837712031%26s%3Delectronics%26sprefix%3D%252Caps%252C1567%26sr%3D1-32-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"PTron Boom Ultima V2 Dual Driver, in Ear Gaming Wired Earphones with Mic, Volume Control, Passive Noise Cancelling Boom 3 with 3.5mm Audio Jack & 1.2M Tangle-Free Cable (Black)",1900.0,399.0,pTron,Boom Ultima V2,Black,nan,nan
https://www.amazon.in/Sony-MDR-EX15AP-Stereo-Headphones-Black/dp/B00ILAA0QU/ref=sr_1_10?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-10,Sony MDR-EX15AP EX In-Ear Wired Stereo Headphones with Mic (Black),890.0,779.0,Sony,MDR-EX15AP,Black,In Ear,Wired
https://www.amazon.in/Airdopes-181-Bluetooth-Wireless-Signature/dp/B09PL677CS/ref=sr_1_92?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-92,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Bold Blue)",2990.0,1299.0,boAt,Airdopes 181,Bold Blue,In Ear,Bluetooth 5.2
https://www.amazon.in/Bassbuds-Tango-Environmental-Cancellation-Headphones/dp/B09KYDNSHC/ref=sr_1_42?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-42,"PTron Bassbuds Tango ENC Bluetooth Truly Wireless in Ear Earbuds with mic, Movie Mode, 40Hrs Playtime, Bluetooth Headphones 5.1, Deep Bass, Touch Control TWS Earbuds & Type-C Fast Charging (Black)",3999.0,849.0,pTron,Bassbuds,Jet Black,nan,nan
https://www.amazon.in/Bassbuds-Bluetooth-Immersive-Lightweight-Assistance/dp/B0B9SVCYJD/ref=sr_1_33?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-33,"PTron Bassbuds B21 Bluetooth 5.2 Truly Wireless TWS Earbuds with mic, Immersive Sound, Stereo Calls, 24Hrs Playtime, Lightweight Headphones, Touch Control, Voice Assistance & IPX4 (Black)",2599.0,775.0,pTron,Bassbuds B21,Black,nan,nan
https://www.amazon.in/BassHeads-225-Super-Extra-Headphones/dp/B01M9C51T9/ref=sr_1_58?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-58,"boAt BassHeads 225 in-Ear Super Extra Bass Wired Headphones, with Mic (Black)",999.0,699.0,boAt,Bassheads,Black,In Ear,Wired
https://www.amazon.in/Skullcandy-Wireless-Resistant-Microphones-Noise-Isolating/dp/B08VSD2LGZ/ref=sr_1_98?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386866&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-98,Skullcandy Jib True Wireless in-Ear Earbud-Black Orange,8999.0,3299.0,Skullcandy,Jib TWS,Black Orange,In Ear,Wireless
https://www.amazon.in/Wings-Wireless-Earphones-Headphones-Bluetooth/dp/B0BMF3S7YB/ref=sr_1_12?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386854&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-12,"Wings Phantom 760 Wireless Earphones, Earbuds with Low Latency 40 ms, Sync App Support, Gaming Designed case with LED Lights, Bullet ChargeTM Headphones, Bluetooth 5.3 TWS Airpods",2999.0,1399.0,Wings,Phantom,Grey,nan,nan
https://www.amazon.in/ZEBRONICS-Launched-Bluetooth-Wireless-Assistant/dp/B0BLK7XVPX/ref=sr_1_58?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386800&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-58,"ZEBRONICS Newly Launched Yoga 9 with 45 Hours Backup, Bluetooth v5.2 Wireless Neckband, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Dual Pairing, Splash Proof and Type C (Black)",2999.0,773.0,ZEBRONICS,Zeb Yoga 9 - Black,Black,In Ear,Bluetooth
https://www.amazon.in/Skullcandy-Wireless-Resistant-Charging-Tracking/dp/B086K4KWW3/ref=sr_1_54?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-54,Skullcandy Indy Fuel Truly Wireless Bluetooth in Ear Earbuds with Mic (Chill Grey),14999.0,6599.0,Skullcandy,Indy Fuel,Chill Grey,In Ear,Wireless
https://www.amazon.in/Zebronics-Zeb-Sound-Playback-Controls-Assistant/dp/B098XT65BC/ref=sr_1_49?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386800&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-49,"ZEBRONICS Zeb-Sound Bomb 1 TWS Earbuds with BT5.0, Up to 12H Playback, Touch Controls, Voice Assistant, Splash Proof with Type C Portable Charging Case (Black)",2499.0,799.0,ZEBRONICS,ZEB-SOUND BOMB 1 - BLACK,black,In Ear,Wireless
https://www.amazon.in/Skullcandy-S2DUYK-441-Jib-White-Black/dp/B075F5X8BR/ref=sr_1_33?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-33,Skullcandy Jib Wired In-Earphone with Mic (White/Black),1999.0,699.0,Skullcandy,Jib with Mic,black,In Ear,Wired
https://www.amazon.in/Meyaar-Alpha-2-Ultralight-Weight-Headphones/dp/B09FKNRQ3K/ref=sr_1_31?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-31,Meyaar Alpha-2 Ultralight Weight Wired On Ear Headphones with Mic (Golden Black),1499.0,399.0,Meyaar,Alpha-2,Golden Black,On Ear,Wired
https://www.amazon.in/Skullcandy-Wireless-Resistant-Microphones-Noise-Isolating/dp/B08VSD1D45/ref=sr_1_98?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386866&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-98,"Skullcandy Jib True Wireless Earbuds with 22 Hours Total Battery, IPX4 Sweat and Water Resistant, Use Either Bud Solo, Dual Microphones, Noise-Isolating Fit,Call, Track and Volume Control (Golden Red)",8999.0,3299.0,Skullcandy,Jib TWS,Golden Red,In Ear,Wireless
https://www.amazon.in/Meyaar-Earphones-Isolating-Microphones-Headphones/dp/B08HL582RF/ref=sr_1_76?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-76,"Meyaar SP Dual Driver Earphones,6D Sound High End Sport Earbuds Noise Isolating Deep Bass in Ear Earphones with Microphones Headphones with Volume Control (Metal Whiite)",999.0,249.0,Meyaar,SP Dual,Metal Whiite,In Ear,Wireless
https://www.amazon.in/Skullcandy-Wireless-Resistant-Tracking-S2TVW-N896/dp/B0857JLRFJ/ref=sr_1_62?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-62,Skullcandy Sesh Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),9999.0,4199.0,Skullcandy,Sesh Evo,Black,In Ear,Wireless
https://www.amazon.in/JBL-C50HI-Ear-Headphones-Black/dp/B07JQKQ91F/ref=sr_1_13?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386843&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-13,"JBL C50HI, Wired in Ear Headphones with Mic, One Button Multi-Function Remote, Lightweight & Comfortable fit (Black)",999.0,449.0,JBL,C50HI,Black,In Ear,3.5 mm Jack
https://www.amazon.in/Skullcandy-True-Wireless-Earbuds-Chill/dp/B09VM6ZRDK/ref=sr_1_64?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-64,Skullcandy Jib True 2 Wireless in-Ear Earbuds - Chill Gray,9999.0,3299.0,Skullcandy,JIB TWS-2,Chill Gray,In Ear,Wireless
https://www.amazon.in/Airdopes-181-Bluetooth-Wireless-Playtime/dp/B09NYKZ7M8/ref=sr_1_79?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-79,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Carbon Black)",2990.0,1499.0,boAt,Airdopes 181,Carbon Black,In Ear,Bluetooth 5.2
https://www.amazon.in/Zebronics-Zeb-Bro-Wired-Earphone/dp/B07T5DKR5D/ref=sr_1_3?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-3,"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Black)",399.0,159.0,ZEBRONICS,Zeb-Bro,Black,In Ear,Wired
https://www.amazon.in/PTron-Boom-Ultima-V2-Tangle-free/dp/B08NKWXMGM/ref=sr_1_22?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-22,"PTron Boom Ultima V2 Dual Driver, in Ear Gaming Wired Earphones with Mic, Volume Control, Passive Noise Cancelling Boom 3 with 3.5mm Audio Jack & 1.2M Tangle-Free Cable (Black)",1900.0,399.0,pTron,Boom Ultima V2,Black,nan,nan
https://www.amazon.in/Skullcandy-Dime-Wireless-Earbuds-Black/dp/B09NPCLNMN/ref=sr_1_38?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-38,Skullcandy Dime 2 in-Ear True Wireless Earbuds with Mic (Black),7999.0,2699.0,Skullcandy,Dime 2 TWS,Black,In Ear,Wireless
https://www.amazon.in/PTron-Bassbuds-Environmental-Cancellation-Headphones/dp/B0B7NSLQ5F/ref=sr_1_40?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-40,"PTron Bassbuds Tango ENC Bluetooth Truly Wireless in Ear Earbuds with mic, Movie Mode, 40Hrs Playtime, Bluetooth Headphones 5.1, Deep Bass, Touch Control TWS Earbuds & Type-C Fast Charging (Blue)",3999.0,1099.0,pTron,Bassbuds,Blue,nan,nan
https://www.amazon.in/Airdopes-121v2-Bluetooth-Immersive-Assistant/dp/B08JQN8DGZ/ref=sr_1_38?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-38,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators, Lightweight Earbuds & Multifunction Controls (Active Black, with Mic)",2990.0,1245.0,boAt,Airdopes 121v2,Active Black,In Ear,Bluetooth 5.0
https://www.amazon.in/Zebronics-Zeb-Buds-30-Multifunction-Lightweight/dp/B09SGGN3VY/ref=sr_1_77?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-77,"ZEBRONICS Zeb-Buds 30 3.5Mm Stereo Wired in Ear Earphones with Mic for Calling, Volume Control, Multifunction Button, 14Mm Drivers, Stylish Eartip,1.2 Meter Durable Cable and Lightweight Design(Blue)",499.0,399.0,ZEBRONICS,Zeb-Buds 30 (Blue),Blue,In Ear,Wired
https://www.amazon.in/Meyaar-Alpha-2-Ultralight-Weight-Headphones/dp/B09FKNFX5F/ref=sr_1_33?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-33,Meyaar Alpha-2 Ultralight Weight Wired On Ear Headphones with Mic (Carbon Black),1499.0,399.0,Meyaar,Alpha-2,Carbon Black,On Ear,Wired
https://www.amazon.in/Mivi-Earbuds-Playtime-Wireless-Assistant/dp/B0B2PJDPX7/ref=sr_1_57?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-57,"Mivi DuoPods A350 Earbuds- 50hrs Playtime * *New Launch** True Wireless Earbuds with Rich Bass,13mm Dynamic Drivers, Fast Charging, Made in India, Half in Ear, Metallic Shades, Voice Assistant- Blue",2999.0,1299.0,Mivi,Duopods A40,Blue,nan,nan
https://www.amazon.in/Infinity-Glide-500-Wireless-Headphones/dp/B07W6NDVSR/ref=sr_1_76?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386852&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-76,"Infinity (JBL Glide 500, 20 Hrs Playtime with Quick Charge, Wireless On Ear Headphone with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support (Blue)",3499.0,1599.0,Infinity,Glide,Blue,On Ear,"Wireless, Bluetooth 5.0"
https://www.amazon.in/Zebronics-Zeb-Sound-G1-Earbuds-Assistant/dp/B09NQ5B8W3/ref=sr_1_76?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-76,"ZEBRONICS Sound Bomb G1 Gaming Bluetooth True Wireless Stereo in Ear Earbuds, 50Ms Low Latency, AAC Support, Flash Connect, Deep Bass, Splash Proof, Voice Assistant, Bt V5.0 with Mic (Black + Red)",3999.0,835.0,ZEBRONICS,ZEB-SOUND BOMB G1 (BLACK + RED),Black+Red,In Ear,Wireless
https://www.amazon.in/boAt-Bassheads-242-Wired-Earphones/dp/B08GG978NG/ref=sr_1_56?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-56,boAt Bassheads 242 in Ear Wired Earphones with Mic(Red),1490.0,599.0,boAt,Bassheads 242,Red,In Ear,3.5 mm Jack
https://www.amazon.in/Meyaar-Samsung-Earphone-Android-White/dp/B0844PTDBY/ref=sr_1_84?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-84,Meyaar Sunshine YS for Headset Earphone with High Bass Clear Mic for Calling with 3.5 mm Jack Earphone for Android Mobiles Wired Headset with Mic,999.0,99.0,Meyaar,Sunshine YS,White,In Ear,wired usb
https://www.amazon.in/Launched-Wings-Playtime-Bluetooth-Resistance/dp/B09PTCL27V/ref=sr_1_28?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-28,"Wings Phantom 105 Wireless in Ear Earbuds with Mic, RGB LED Gaming Design. 60 Hours Mega Playtime, 13 mm HD BASS Drivers, ENC Clarity, 5.1 Bluetooth, IPX 5 Resistance Gaming Earbuds (Black)",3599.0,1099.0,Wings,WL-PHANTOM105-BLK,Black,nan,nan
