product_link,Title,Actual_Price,Selling_Price,Brand,Model,Colour,Form_Factor,Connectivity_Type
https://www.amazon.in/Meyaar-Abhinandan-Handsfree-Earphones-Headphones/dp/B095XLWS11/ref=sr_1_49?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-49,"Meyaar Beex Abhinandan Series Wired Handsfree Stereo Earphones in-Ear Headphones Bass Earbuds, Headset with Mic (2 Pack| White)",999.0,249.0,Meyaar,Meyaar,White,In Ear,Wired
https://www.amazon.in/Rockerz-370-Headphone-Bluetooth-Lightweight/dp/B0856HNMR7/ref=sr_1_13?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-13,"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0, with Mic (Buoyant Black)",2499.0,1099.0,boAt,Rockerz 370,Buoyant Black,On Ear,Wireless
https://www.amazon.in/boAt-Rockerz-330-Bluetooth-Earphones/dp/B09LHZWR7T/ref=sr_1_65?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-65,"boAt Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2, Dual Pairing, IPX5, with Mic (Teal Green)",2990.0,1799.0,boAt,Rockerz 330 Pro,Teal Green,In Ear,Bluetooth 5.2
https://www.amazon.in/Airdopes-141-Playtime-Resistance-Bluetooth/dp/B09N3ZNHTY/ref=sr_1_25?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386846&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-25,"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Headphones with mic, 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Gaming, ENx Tech, ASAP Charge, IWP, IPX4 Water Resistance (Bold Black)",4490.0,1399.0,boAt,Airdopes 141,Bold Black,In Ear,Bluetooth 5.1
https://www.amazon.in/Launched-Basspods-Bluetooth-Earphones-Resistant/dp/B0BZDFSPV4/ref=sr_1_39?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-39,"PTron Newly Launched Basspods P251 Bluetooth V5.1 Wireless Earphones, 13mm Drivers, Stereo Sound & Stereo Calls, 28Hrs Playtime, Touch Control TWS Earbuds, Voice Assist & IPX4 Water Resistant (Black)",2599.0,899.0,pTron,Basspods,Black,nan,nan
https://www.amazon.in/SONY-WH-CH510-Wireless-Headphone-Blue/dp/B0817T8FB6/ref=sr_1_1?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-1,"Sony Wh-Ch510 Bluetooth Wireless On Ear Headphones Up-To 35Hrs Playtime Lightweight, Type-C, Play/Pause Control, 30Mm Driver, Bt Version 5.0 & Voice Assistant Support For Mobiles, with mic - Blue",4990.0,2690.0,Sony,WH-CH510,Blue,On Ear,Bluetooth 5.0
https://www.amazon.in/Meyaar-Headphones-Microphone-Earphones-Smartphones/dp/B08MVFKGGJ/ref=sr_1_28?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-28,"Meyaar DG-Beex Pack of 3 Headset with High Bass Headphones with Microphone, Earbuds Wired Stereo Earphones for All Smartphones (3 Black) (Set of 3 Black)",999.0,329.0,Meyaar,DG Beex,Set of 3 Black,In Ear,Wired
https://www.amazon.in/Skullcandy-S2IQW-M686-Wireless-Earphone-Cobatt/dp/B07R2LKRFQ/ref=sr_1_68?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-68,Skullcandy Inkd Plus Wireless in-Earphone with Mic (Cobatt/Blue),4999.0,3867.0,Skullcandy,Ink'd Plus BT,Blue,In Ear,Bluetooth
https://www.amazon.in/boAt-Airdopes-413ANC-Cancellation-Signature/dp/B0BV5Y6D9P/ref=sr_1_90?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-90,"boAt Airdopes 413ANC True Wireless in Ear Earbuds with Active Noise Cancellation, 2 Mics ENx Tech, Signature Sound, Touch Gesture, 20 Hours Playback, ASAP Charge & Ambient Mode(Verve Purple)",4990.0,1999.0,boAt,Airdopes 413ANC,Verve Purple,In Ear,Bluetooth
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTk3NzY5OTY5OTM3NDI0OjE2ODQzODY4NTI6c3BfYnRmOjIwMDU1ODg3Njg2Nzk4OjowOjo&url=%2FBoult-Audio-Lightning-Environmental-Cancellation%2Fdp%2FB0B31BYXQQ%2Fref%3Dsr_1_81_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386852%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Boult Audio Z20 True Wireless in Ear Earbuds with Zen ENC Mic, 40H Playtime, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, Environmental Noise Cancellation, IPX5 Ear Buds TWS (Green)",5499.0,1399.0,Boult,AirBass,Z20 Green,In Ear,Wireless
https://www.amazon.in/Airdopes-181-Bluetooth-Wireless-Signature/dp/B09PL677CS/ref=sr_1_104?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386791&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-104,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Bold Blue)",2990.0,1299.0,boAt,Airdopes 181,Bold Blue,In Ear,Bluetooth 5.2
https://www.amazon.in/Meyaar-Noise-Isolating-Wired-Earphone/dp/B09F11KZPH/ref=sr_1_105?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386815&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-105,Meyaar M-11 Noise Isolating Wired in-Ear Earphone with Mic (Baby Pink + Neon + Dark Pink),999.0,359.0,Meyaar,M-11,Baby Pink + Neon + Dark Pink,In Ear,Wired
https://www.amazon.in/Skullcandy-Wireless-Resistant-Microphones-Noise-Isolating/dp/B08G1YSRPR/ref=sr_1_29?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-29,Skullcandy Jib True Wireless in-Ear Earbud-Blue,8999.0,3399.0,Skullcandy,Jib True Wireless Earbuds,Blue,In Ear,Wireless
https://www.amazon.in/Bassbuds-Duo-Headphones-Water-Resistant-Assistance/dp/B09DD7N79Q/ref=sr_1_25?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-25,"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless Headphones, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (Blue)",2599.0,799.0,pTron,Bassbuds,Blue,In Ear,Bluetooth 5.1
https://www.amazon.in/boAt-Rockerz-558-Bluetooth-Headphones/dp/B0BVRD5QKY/ref=sr_1_79?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386852&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-79,"boAt Rockerz 558 Bluetooth Wireless Over Ear Headphones with Mic Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Maroon Maverick)",4999.0,1999.0,boAt,Rockerz 550,Maroon,On Ear,Bluetooth
https://www.amazon.in/boAt-Bassheads-220-Wired-Earphones/dp/B0BRXVWN8Q/ref=sr_1_57?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-57,boAt Bassheads 220 Wired in Ear Earphones(Indi Blue),999.0,399.0,boAt,Bassheads,Indi Blue,In Ear,Wired
https://www.amazon.in/ZEBRONICS-Zeb-DUKE1-Bluetooth-Headphone-Assistant/dp/B09JJQJG4V/ref=sr_1_17?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-17,"ZEBRONICS Zeb-DUKE1 Wireless Bluetooth 5.0 Over Ear Headphone with Voice Assistant, AUX Port, Call Function, 34Hrs* Battery Backup, Dual Pairing, Media & Volume Control with mic (Orange with Grey)",2499.0,907.0,ZEBRONICS,ZEB-DUKE1,ORANGE+GREY,Over Ear,Bluetooth 5.0
https://www.amazon.in/Tangentbeat-Bluetooth-Headphones-Waterproof-Cancelation/dp/B08D77XZX5/ref=sr_1_1?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-1,"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Deep Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)",2499.0,639.0,pTron,Tangent,Active Black,nan,nan
https://www.amazon.in/ZEBRONICS-Black-Wireless-Earbuds-Assistant/dp/B0BSL2GBWV/ref=sr_1_57?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386800&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-57,"ZEBRONICS DC Black ADAM Edition Sound Bomb 7 TWS Wireless in Ear Earbuds with 40H* Backup, Rapid Charge, 50ms Gaming Mode, ENC mic, Voice Assistant, Flash Connect, Splash Proof, BT v5.2 and Type C",4899.0,1276.0,ZEBRONICS,ZEB - SOUND BOMB 7 - Black Adam,Black Adam,In Ear,Wireless
https://www.amazon.in/Bassbuds-Wireless-Bluetooth-Headphones-Waterproof/dp/B0C18WS2ZS/ref=sr_1_36?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-36,"PTron Bassbuds Jade Truly Wireless Earbuds, 40ms Gaming Low Latency TWS, Stereo Calls, 40Hrs Playtime, Punchy Bass, 1-Step Pairing Bluetooth Headphones, Fast Type-C Charging & IPX4 Waterproof (Blue)",3699.0,1099.0,pTron,Bassbuds,Blue,nan,nan
https://www.amazon.in/Meyaar-Lex_vox%E3%80%902Pack%E3%80%91-Headphones-Earphones-Microphone/dp/B094DMV56Q/ref=sr_1_21?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-21,"Meyaar Lex_vox【2Pack】 Wired Headphones Earphones with Microphone 2 Pack, Earbuds Wired Stereo Earphone in-Ear High Bass Headset with Mic (Black + White)",999.0,269.0,Meyaar,Lexvox_(2Pack),Black,In Ear,Wired
https://www.amazon.in/Meyaar-Earphones-Microphone-Isolating-Headphones/dp/B089XYDG13/ref=sr_1_22?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-22,"Meyaar SPN Wired Durable Metal Earphones SP-26 with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet, (Metal Black)",799.0,119.0,Meyaar,SP26,Metal Black,In Ear,wired usb
https://www.amazon.in/Oneplus-Bluetooth-Wireless-Earphones-Bombastic/dp/B0B3MNYGTW/ref=sr_1_43?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386847&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-43,"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Acoustic Red)",2299.0,1999.0,OnePlus,OnePlus Bullet Wireless Z2-Acoustic Red,Red,nan,nan
https://www.amazon.in/Bassbuds-Pro-Bluetooth-Headphones-Resistance/dp/B08S19RGWG/ref=sr_1_57?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386872&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-57,"PTron Bassbuds Pro (New) in-Ear True Wireless Bluetooth 5.1 Headphones with Deep Bass, Low Latency Gaming Earphones, Touch Control, IPX4 Water/Sweat Resistance TWS Earbuds & Built-in Mic(Black & Red)",2999.0,799.0,pTron,Bassbuds Pro,Black & Red,In Ear,Wireless
https://www.amazon.in/Skullcandy-S2DUYK-343-Jib-Mic-Black/dp/B075F6TB7F/ref=sr_1_9?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386858&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-9,Skullcandy Jib Wired in-Earphone with Mic (Black) (S2DUYK-343),1999.0,699.0,Skullcandy,S2DUYK-343,Black,In Ear,Wired
https://www.amazon.in/Zebronics-Bluetooth-Playtime-Assistant-White/dp/B09Z838S32/ref=sr_1_104?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386805&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-104,"ZEBRONICS Sound Bomb 7 Bluetooth TWS in Ear Earbuds with 40H Playtime, ENC Mic, Rapid Charge, Upto 50ms Gaming Mode, Flash Connect, Voice Assistant, Smooth Touch Control, BT v5.2, Type C (White)",4299.0,1063.0,ZEBRONICS,Zebronics ZEB-SOUND BOMB 7 (White),White,In Ear,Bluetooth 5.2
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODIzNTQyMjE5NjIwNjc4OjE2ODQzODY4NDY6c3BfYXRmX25leHQ6MjAxNDc3NDI3NjA0OTg6OjA6Og&url=%2FBoat-Rockerz-450-Lightweight-Compatibility%2Fdp%2FB086671ZSR%2Fref%3Dsr_1_18_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386846%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Hazel Beige)",3990.0,1499.0,boAt,Rockerz 450,Hazel Beige,On Ear,Wireless
https://www.amazon.in/Zebronics-90-Wireless-Supporting-Bluetooth/dp/B08VWPJGYV/ref=sr_1_78?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-78,"ZEBRONICS Zeb Yoga 90 Plus Wireless in-Ear Neckband Earphone Supporting Bluetooth 5.0, Dual Pairing,Type C Charging,10mm Drivers,Metallic Magnetic Earpiece,Call & Media Controls, Splash Proof(Green)",2299.0,850.0,ZEBRONICS,ZEB-YOGA 90 PLUS - GREEN,Green,In Ear,Wireless
https://www.amazon.in/Bass-Heads-225-Headphones-Frosty/dp/B073XH6361/ref=sr_1_25?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-25,boAt Bass Heads 225 in-Ear Wired Headphones with Mic (Frosty White),999.0,699.0,boAt,Bassheads,Frosty White,In Ear,Wired
https://www.amazon.in/Zeb-Duke-101-Supporting-Red/dp/B08VNGXCB1/ref=sr_1_45?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386799&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-45,"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic, Supporting Bluetooth 5.0, AUX Input Wired Mode, mSD Card Slot, Dual Pairing, On Ear & 12 hrs Play Back time,Media/Call Controls (Red)",1899.0,747.0,ZEBRONICS,Duke 101 (Red),Red,On Ear,"Wireless, Wired"
https://www.amazon.in/Tangentbeat-Bluetooth-Headphones-Waterproof-Cancelation/dp/B08LBBPLPT/ref=sr_1_68?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-68,"PTron Tangentbeat in-Ear Bluetooth Wireless Headphones with Mic, Punchy Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Dark Green)",2499.0,649.0,pTron,Tangent,Dark Green,nan,nan
https://www.amazon.in/Meyaar-Compatible-Earphones-Headphones-Guaranteed/dp/B0892P91P4/ref=sr_1_64?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-64,"Meyaar HB-91 Premium Series Compatible Earphones with Extreme Pure HD Hybrid High Fidelity, 3.5mm Jack in-Ear Headphones Handsfree Earphone with Mic -Gold-(Gifting Box)",999.0,299.0,Meyaar,HB 91,White,In Ear,wired usb
https://www.amazon.in/Bassbuds-Bluetooth-Wireless-Headphones-Playtime/dp/B0B7NT341F/ref=sr_1_44?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-44,"PTron Bassbuds Wave ENC Bluetooth 5.3 Wireless Headphones, 40Hrs Total Playtime, Movie Mode & Deep Bass, Low Latency in-Ear TWS Earbuds, Stereo Calls, Smooth Touch Control & Type-C Charging (Black)",4599.0,1099.0,pTron,Bassbuds,Active Black,nan,nan
https://www.amazon.in/BassHeads-225-Super-Extra-Headphones/dp/B01M9C51T9/ref=sr_1_18?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-18,"boAt BassHeads 225 in-Ear Super Extra Bass Wired Headphones, with Mic (Black)",999.0,699.0,boAt,Bassheads,Black,In Ear,Wired
https://www.amazon.in/Sony-MDRXB55AP-Earbud-Headphones-Headset/dp/B09HMRGQ24/ref=sr_1_21?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-21,Sony MDRXB55AP Extra Bass Earbud Headphones/Headset with Mic (Black) with Knox Gear Earbud Tips Bundle (2 Items),16633.0,11633.0,Sony,MDRXB55AP,Black,In Ear,Wired
https://www.amazon.in/Airdopes-141-Playtime-Resistance-Bluetooth/dp/B09N3ZNHTY/ref=sr_1_12?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-12,"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Headphones with mic, 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Gaming, ENx Tech, ASAP Charge, IWP, IPX4 Water Resistance (Bold Black)",4490.0,1399.0,boAt,Airdopes 141,Bold Black,In Ear,Bluetooth 5.1
https://www.amazon.in/ZEBRONICS-40-Microphone-Connector-Lightweight/dp/B09V4YHMLJ/ref=sr_1_109?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386805&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-109,"ZEBRONICS Zeb-Buds 40 Wired Stereo Earphone with Deep bass, in-line Microphone for Calling, Gold Plated 3.5mm Connector, 1.2 Meter Durable Cable and Lightweight Design(White) (Zeb-Buds 40 (White))",449.0,359.0,ZEBRONICS,ZEB-BUDS 40 (WHITE),White,In Ear,Wired
https://www.amazon.in/Zebronics-Zeb-Symphony-Bluetooth-Earphones-Rechargeable/dp/B09QMN22XW/ref=sr_1_85?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-85,"ZEBRONICS Zeb-Symphony Bluetooth Wireless in Ear Earphones with Mic V5.2, Type C, Voice Assistant Support, Splash Proof, Magnetic Earpiece, Calling, Built-in Rechargeable Battery (Orange)",1299.0,748.0,ZEBRONICS,Zeb- Symphony (Orange),Orange,In Ear,Wireless
https://www.amazon.in/Skullcandy-Inkd-S2IMY-M448-Earphone-Black/dp/B07QYKFG6J/ref=sr_1_30?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-30,Skullcandy Inkd Plus Wired in Ear Earphones with Mic (Black),2499.0,1099.0,Skullcandy,Ink'd Plus,Black,In Ear,Wired
https://www.amazon.in/Zeb-Duke-101-Supporting-Blue/dp/B08VN5YW3R/ref=sr_1_72?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386852&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-72,"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic, Supporting Bluetooth 5.0, AUX Input Wired Mode, mSD Card Slot, Dual Pairing, On Ear & 12 hrs Play Back time,FM, Media/Call Controls (Blue)",1899.0,957.0,ZEBRONICS,Zeb Duke 101 (Blue),Blue,Over Ear,Wireless
https://www.amazon.in/Zebronics-Zeb-Buds-10-Green-Earphones/dp/B08PVTF5XD/ref=sr_1_97?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386805&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-97,"Zebronics Zeb-Buds 10 (Green) In Ear Wired Earphones with Mic, Metallic Design, L Shaped Connector, 13.5mm NdFeb Drivers",699.0,409.0,ZEBRONICS,Zeb-Buds 10 (Green),Green,In Ear,Wired
https://www.amazon.in/Zebronics-Zeb-Duke1-Bluetooth-Wireless-Headphones/dp/B09JK8D2Y8/ref=sr_1_6?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-6,ZEBRONICS Zeb-Duke1 Bluetooth Wireless Over Ear Headphones with Mic (Blue),2499.0,1063.0,ZEBRONICS,ZEB-DUKE1 (BLUE),Blue,Over Ear,"Wireless, Wired"
https://www.amazon.in/ZEBRONICS-Zeb-BRO-PRO-Earphones-Blue/dp/B08V95WWGN/ref=sr_1_31?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386799&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-31,"ZEBRONICS Zeb-BRO PRO in Ear Wired Stereo Earphones with Mic, 3.5mm Audio Input Jack, 10mm Drivers, in-Line Mic, 1.2 Metre Cable (Blue)",449.0,212.0,ZEBRONICS,Zeb-BRO PRO (Blue),Blue,In Ear,Wired
https://www.amazon.in/boAt-Rockerz-330-Bluetooth-Assistant/dp/B092Y1FVCR/ref=sr_1_48?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-48,"boAt Rockerz 330 Bluetooth Wireless in Ear Earphones with mic, Upto 30 Hours Playtime, ASAP Charge, Signature Sound, Dual Pairing & IPX5(Blazing Yellow)",3990.0,1499.0,boAt,Rockerz 330,Blazing Yellow,On Ear,Wireless
https://www.amazon.in/boAt-Bassheads-220-Earphones-Orange/dp/B0BRXXP232/ref=sr_1_50?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-50,boAt Bassheads 220 in Ear Wired Earphones(Fiery Orange Indi),999.0,399.0,boAt,Bassheads,Indi Orange,In Ear,Wired
https://www.amazon.in/CrossBeats-Roar-Headphones-Cancelling-Bluetooth/dp/B0BN1MBWV2/ref=sxin_16_aspa_sqa?c_c=282350261&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B0BN1MBWV2&pd_rd_r=b2f2f5bd-76ad-4352-9702-e585710d5752&pd_rd_w=sUiqf&pd_rd_wg=RSqcu&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=963PWRM62AEV4T1WB0M1&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-1-9e85f757-0438-470e-8160-8465beaa22d5,"CrossBeats Roar Hybrid ANC Headphones with 35db Active Noise Cancelling, Bluetooth Wireless Over Ear Headphones, 70hours Playtime,Fast Charge, Ambient Sound Mode,40mm Driver, Built-in Equalizer Black",9999.0,2999.0,CrossBeats,Roar,Free,Over Ear,Wireless
https://www.amazon.in/Meyaar-Earphones-Microphone-Headphones-Smartphones/dp/B08H5LQZ3F/ref=sr_1_86?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-86,Meyaar M12 Edition Wired Durable Metal Earphones Earbuds with Microphone with Noise Isolating Earphones Earbuds with Remote & Mic Headset Stereo Headphones for Android & iOS Smartphones (Metal White),999.0,259.0,Meyaar,M12,Metal White,In Ear,wired usb
https://www.amazon.in/ZEBRONICS-40-Microphone-Connector-Lightweight/dp/B09V51PL2W/ref=sr_1_104?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386805&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-104,"ZEBRONICS Zeb-Buds 40 Wired Stereo Earphone with Deep bass, in-line Microphone for Calling, Gold Plated 3.5mm Connector, 1.2 Meter Durable Cable and Lightweight Design(Black) (Zeb-Buds 40 (Black))",449.0,299.0,ZEBRONICS,ZEB-BUDS 40 (BLACK),Black,In Ear,Wired
