product_link,Title,Actual_Price,Selling_Price,Brand,Model Name,Colour,Headphones form factor,Connector Type,Form Factor,Connectivity technologies,Material,Compatible Devices,Item Dimensions LxWxH,Connectivity Technology,Wireless Communication Technology,Special Feature,Mounting Hardware,Series,Included Components
https://www.amazon.in/Meyaar-Headphones-Isolating-Earphones-Upgraded/dp/B086543VJQ/ref=sr_1_71?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-71,Meyaar Pluss in Ear Wired Earphones with Mic Headphones with Noise Isolating Workout Running Earphones with Mic & Carry Case (Upgraded Ear Buds) (Black),₹999,299,Meyaar,,Black,In Ear,wired usb,,,,,,,Bluetooth,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODUyNjYyODIyOTM4MzM1OjE2ODQzODY4NTA6c3BfbXRmOjIwMTEwNDc1Mjg1NTk4OjowOjo&url=%2FSennheiser-HD-Headphones-Cancellation-Headphone%2Fdp%2FB08D1CD3Q9%2Fref%3Dsr_1_59_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386850%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Sennheiser HD 458 ANC Foldable Bluetooth Wireless Over Ear Headphones with Mic, Alexa Built-in - Active Noise Cancellation, 30-Hour Battery Life, USB-C Fast Charging (Black)","₹14,990","8,946",Sennheiser,Over Ear,Black & Red,Over Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/boAt-Airdopes-Wireless-Playtime-Headphones/dp/B0BR3WLSHB/ref=sr_1_103?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386791&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-103,"boAt Airdopes 141 True Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode(Low Latency 80ms) for Gaming, ENx Tech, ASAP Charge (Pure White) & r Headphones",NaN,,boAt,Airdopes 141,Pure White,"In Ear, On Ear",वायरलस,,,,,,,,,,,
https://www.amazon.in/Bassbuds-Bluetooth-Wireless-Playtime-DeepBass/dp/B0BC1WNLFT/ref=sr_1_29?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-29,"PTron Bassbuds Xtreme Truly Wireless in Ear Earbuds with mic, 32Hrs Playtime, Bluetooth Headphones 5.3, 13mm Driver, Stereo Calls TWS Earbuds, Deep Bass, IPX4 & Type-C Fast Charging (Grey/Black)","₹4,599",799,pTron,Bassbuds Xtreme,Grey/Black,,,In Ear,,,,,Wireless,,,,,
https://www.amazon.in/Sony-WH-1000XM5-Wireless-Cancelling-Headphones/dp/B09XS7JWHH/ref=sxin_16_aspa_sqa?c_c=282350261&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B09XS7JWHH&pd_rd_r=1cb6f1c2-74bd-4363-9b5b-5c49829fd815&pd_rd_w=fkLi0&pd_rd_wg=1uKe7&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=0QJBXCMCN5JZQVSGJFJW&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-5-9e85f757-0438-470e-8160-8465beaa22d5,"Sony WH-1000XM5 Wireless Industry Leading Active Noise Cancelling Headphones, 8 Mics for Clear Calling, 30Hr Battery, 3 Min Quick Charge = 3 Hours Playback, Multi Point Connectivity, Alexa - Black","₹34,990","29,990",Sony,WH1000XM5/BMIN,Black,Over Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/JBL-Wireless-Headphones-Bluetooth-Assistant/dp/B08QTYYNDN/ref=sr_1_23?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386843&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-23,"JBL Tune 510BT, On Ear Wireless Headphones with Mic, up to 40 Hours Playtime, Pure Bass, Quick Charging, Dual Pairing, Bluetooth 5.0 & Voice Assistant Support for Mobile Phones (Black)","₹4,499","2,899",JBL,Tune,Black,On Ear,Bluetooth 5.0,,,,,,,,,,,
https://www.amazon.in/JBL-Cancellation-Headphones-Headphone-Assistant/dp/B096FZQ5WC/ref=sr_1_45?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386847&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-45,"JBL Tune 760NC, Over Ear ANC Wireless Headphones with Mic, up to 50 Hours Playtime, Pure Bass, Google Fast Pair, Dual Pairing, AUX & Voice Assistant Support for Mobile Phones (Blue)","₹7,999","4,999",JBL,Tune,Blue,Over Ear,Bluetooth 5.0,,,,,,,,,,,
https://www.amazon.in/Wings-Wireless-Controls-Bluetooth-Earphones/dp/B09YD7ZBZ2/ref=sr_1_32?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-32,"Wings Phantom 205 Wireless Earbuds, Touch Controls, Bluetooth 5.3 Wireless Neckband Earphones with ENC Mic, 40ms Low Latency and 50 Hrs of Total Playtime","₹2,999",899,Wings,WL-PHANTOM205-BLK,Black,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/Skullcandy-Wireless-Over-Ear-Headphone-Adjustable-Technology/dp/B08FCGH2RL/ref=sr_1_6?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386858&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-6,Skullcandy Crusher Evo Wireless Over-Ear-Headphone with Rapid Charge Personal Sound App and Built-in Tile Finding Technology with mic (Black),"₹37,999","15,499",Skullcandy,Crusher Evo,Black,Over Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Bassbuds-Duo-Headphones-Water-Resistant-Assistance/dp/B09DDBN1YH/ref=sr_1_23?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-23,"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless Headphones, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (White)","₹2,599",899,pTron,Bassbuds,Moon White,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/boAt-BassHeads-100-Headphones-White/dp/B07234XXJF/ref=sr_1_67?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-67,boAt BassHeads 100 in-Ear Wired Headphones with Mic (Black),NaN,299,boAt,BassHeads 100,Black,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Zebronics-Bluetooth-Headphone-Multifunction-Black/dp/B088FM4QG4/ref=sr_1_37?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386847&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-37,ZEBRONICS Zeb-Duke Bluetooth Wireless Over Ear Headphone with Mic (Black),"₹1,999","1,299",ZEBRONICS,Zeb-Duke,Black,Over Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Meyaar-Earphones-Microphone-Isolating-Headphones/dp/B08BY41P6C/ref=sr_1_73?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-73,"Meyaar 941 Wired Durable Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet, Gaming Black",₹999,289,Meyaar,,Metal Black,In Ear,wired usb,,,,,,,Bluetooth,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTk3NzY5OTY5OTM3NDI0OjE2ODQzODY4NTI6c3BfbXRmOjIwMTU2OTc1MDY1MDk4OjowOjo&url=%2FBell-Headphone-18hz-24Khz-Frequency-BLHP105AGLD-Gold%2Fdp%2FB0B58M1DLW%2Fref%3Dsr_1_70_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386852%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Bell BLHP105 Wired on-Ear Headphone with Tangle Free Cable+3.5mm Jack, Headset with 18hz-24Khz Frequency Response & 32ohm Impedance, Flexible 2D axis Folding Mechanism Headphone (BLHP105AGLD-Gold)","₹1,399",399,Bell,BLHP 105A Wired Headphone,Gold,On Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Dime-Ear-Wireless-Earbuds/dp/B09NPB1XH4/ref=sr_1_79?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386864&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-79,Skullcandy Dime 2 in-Ear True Wireless Earbuds with Mic (Dark Blue),"₹7,999","2,698",Skullcandy,Dime 2 TWS,Blue,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/ZEBRONICS-Bluetooth-Headphone-Assistant-Rechargeable/dp/B09NNTG36Z/ref=sr_1_48?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386799&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-48,"ZEBRONICS Zeb-Bang PRO Bluetooth v5.0 On Ear Headphone, 30H Backup, Foldable Design, Call Function, Voice Assistant Feature, Built-in Rechargeable Battery, Type C Charging, 40mm Driver and AUX. (Blue)","₹2,499",999,ZEBRONICS,Zeb- Bang Pro (Blue),Blue,On Ear,Bluetooth 5.0,,,,,,,,,,,
https://www.amazon.in/ZEBRONICS-Zeb-Buds-C2-Controller-Red/dp/B08V8DJBK3/ref=sr_1_22?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-22,"ZEBRONICS Zeb-Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Red)",₹699,425,ZEBRONICS,Zeb Buds C2 (Red),Red,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/ZEBRONICS-Aquaman-Wireless-Earbuds-Assistant/dp/B0BSL5VZ7V/ref=sr_1_101?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386805&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-101,"ZEBRONICS DC Aquaman Edition Sound Bomb 7 TWS Wireless in Ear Earbuds with 40H* Backup, Rapid Charge, 50ms Gaming Mode, ENC mic, Voice Assistant, Flash Connect, Splash Proof, BT v5.2 and Type C","₹4,899","1,276",ZEBRONICS,ZEB - SOUND BOMB 7 - Aquaman,Aquaman,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Renewed-Skullcandy-Inkd-Earphone-Black/dp/B089G49RCR/ref=sr_1_56?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-56,(Renewed) Skullcandy Inkd Plus in-Earphone with Mic (Black/Gray),NaN,699,Skullcandy,,Black,In Ear,Wired,,,,,,,Bluetooth,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDAwMDQ0MDM4MDg5NjE6MTY4NDM4Njg3MDpzcF9idGY6MjAwODQzMTg4NDQzOTg6OjA6Og&url=%2FBassbuds-Bluetooth-Immersive-Lightweight-Assistance%2Fdp%2FB0B9SVCYJD%2Fref%3Dsr_1_46_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386870%26refinements%3Dp_89%253APTron%26rnid%3D3837712031%26s%3Delectronics%26sprefix%3D%252Caps%252C1567%26sr%3D1-46-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"PTron Bassbuds B21 Bluetooth 5.2 Truly Wireless TWS Earbuds with mic, Immersive Sound, Stereo Calls, 24Hrs Playtime, Lightweight Headphones, Touch Control, Voice Assistance & IPX4 (Black)","₹2,599",775,pTron,Bassbuds B21,Black,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/Sony-Waterproof-Headphones-Microphone-International/dp/B08B12M92B/ref=sr_1_22?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-22,Sony WI-SP600N Premium Waterproof Bluetooth Wireless Extra Bass Sports in-Ear 6 Hr of Playback Headphones/Microphone (International Version) (Blue),"₹20,784","15,784",Sony,SP600N,Blue,In Ear,Bluetooth,,,,,,,,,,,
https://www.amazon.in/Zebronics-Zeb-Thunder-Bluetooth-Headphone-Input/dp/B07L8JTZ4H/ref=sr_1_6?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386843&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-6,"ZEBRONICS Zeb-Thunder Wireless Bluetooth Over The Ear Headphone, FM, mSD, 9 hrs Playback with Mic (Blue)","₹1,399",638,ZEBRONICS,ZEB-Thunder,Blue,Over Ear,"Wireless, Wired",,,,,,,,,,,
https://www.amazon.in/Skullcandy-Truly-Wireless-Earbuds-Black/dp/B08X1QWB9W/ref=sr_1_31?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-31,"Skullcandy Dime True Wireless in-Ear Bluetooth Earbuds Compatible with iPhone and Android/Charging Case and Microphone/Great for Gym, Sports, and Gaming, IPX4 Water Dust Resistant - Black","₹7,499","2,337",Skullcandy,Dime,True Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Renewed-Skullcandy-Active-Wireless-Earphone/dp/B08BH7TFQK/ref=sr_1_52?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-52,(Renewed) Skullcandy Jib Plus Active Sport Wireless in-Earphone with Mic (Black),NaN,,Skullcandy,Jib Plus Active,Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODUyNjYyODIyOTM4MzM1OjE2ODQzODY4NTA6c3BfbXRmOjIwMTUzMDIyMTYzNjk4OjowOjo&url=%2FSkullcandy-Cancellation-Wireless-Headphone-Technology%2Fdp%2FB08G1ZBKGP%2Fref%3Dsr_1_60_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386850%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Skullcandy Hesh ANC Bluetooth Wireless Over-Ear Headphones with Mic (Black),"₹29,999","9,999",Skullcandy,Hesh ANC,Black,Over Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/boAt-Rockerz-558-Bluetooth-Headphones/dp/B0BVRGZ9FV/ref=sr_1_14?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386843&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-14,"boAt Rockerz 558 Bluetooth Wireless Over Ear Headphones with Mic Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Army Green)","₹4,999","1,799",boAt,Rockerz 550,Green,Over Ear,Bluetooth,,,,,,,,,,,
https://www.amazon.in/Meyaar-Isolating-Headphones-Meditation-Relaxation/dp/B08HJS14JH/ref=sr_1_11?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-11,"Meyaar SPN Sleep Earbuds -Made In India Noise Isolating Earphones Sleep Earbuds Headphones with Unique Total Soft Silicone Perfect for Insomnia, Side Sleeper, Snoring, Air Travel, Meditation & Relaxation Headset (Black)",₹799,99,Meyaar,,Metal Black,In Ear,Wireless,,,,,,,Bluetooth,,,,
https://www.amazon.in/boAt-Bassheads-220-Earphones-Raging/dp/B0BRXWF8LQ/ref=sr_1_35?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-35,boAt Bassheads 220 Wired in Ear Earphones(Raging Red Indi),₹999,499,boAt,Bassheads,Indi Red,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Wings-Phantom-Wireless-Playtime-Bluetooth/dp/B0B9X16B9B/ref=sr_1_38?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-38,"Wings Phantom 260 Truly Wireless in Ear Earbuds, Fast Charge & Up to 30Hrs Playtime, Gaming Earbuds with Low Latency 40 ms, Case with LED Lights, Bluetooth 5.3 TWS","₹2,999","1,999",Wings,Phantom,White,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/Bose-QuietComfort-Cancelling-Personalized-Cancellation/dp/B0B4PSQHD5/ref=sxin_16_aspa_sqa?c_c=282350261&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B0B4PSQHD5&pd_rd_r=c545817f-9f14-4bf5-96e3-c5c1569cf976&pd_rd_w=AIt7S&pd_rd_wg=6RikQ&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=M5QNVV9FWD3GSBQ6DSRP&qid=1684386843&refinements=p_89%3ANoise&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-7-9e85f757-0438-470e-8160-8465beaa22d5,"Bose New QuietComfort Earbuds II, Wireless, Bluetooth, World’s Best Noise Cancelling in-Ear Headphones with Personalized Noise Cancellation & Sound, Triple Black",NaN,"25,900",Bose,QuietComfort Earbuds II,Triple Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Renewed-Skullcandy-S2DUYK-343-Jib-Black/dp/B07JC3NNQL/ref=sr_1_33?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-33,(Renewed) Skullcandy S2DUYK-343 Jib with Mic (Black),"₹2,499.00",639.,Skullcandy,S2DUYK 343,Black,,,In Ear,,,,,Wired,,,,,
https://www.amazon.in/Tangent-Bluetooth-Earphones-Assistant-Resistant/dp/B0BSFNBBHL/ref=sr_1_17?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-17,"PTron Tangent Duo Bluetooth 5.2 Wireless in Ear Earphones with Mic, 24Hrs Playback, 13mm Driver, Deep Bass, Fast Charging Type-C Neckband, Dual Pairing, Voice Assistant & IPX4 Water Resistant (Black)","₹1,899",549,pTron,Tangent,Black,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/Meyaar-Abhinandan-Earphones-Microphone-Headphones/dp/B095YV6W1S/ref=sr_1_28?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-28,"Meyaar Beex Abhinandan Wired Durable Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet (Metal Black)",₹999,119,Meyaar,Abhinandan,Metal Black,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODUyNjYyODIyOTM4MzM1OjE2ODQzODY4NTA6c3BfYXRmX25leHQ6MjAwMjU4MzM2NDcyOTg6OjA6Og&url=%2FJBL-Cancellation-Headphones-Playtime-Assistant%2Fdp%2FB096FYLJ6M%2Fref%3Dsr_1_49_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386850%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"JBL Tune 760NC, Wireless Over Ear Active Noise Cancellation Headphones with Mic, up to 50 Hours Playtime, Pure Bass, Dual Pairing, AUX & Voice Assistant Support for Mobile Phones (Black)","₹7,999","4,999",JBL,Tune,Black,Over Ear,Bluetooth 5.0,,,,,,,,,,,
https://www.amazon.in/Wings-PowerPods-Bluetooth-Earphones-Headphones/dp/B07WW5BGPB/ref=sr_1_27?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-27,"Wings Powerpods Wireless Earbuds with 150hr Playtime, Massive 2500mAH Digital Display Case Battery, HD Mic Calling, Gaming Mode with 40ms Low Latency, IPX5 Waterproof","₹9,499","1,499",Wings,Wings PowerPods,Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Meyaar-Earphones-Microphone-Headphones-Smartphones/dp/B08BGCNKMS/ref=sr_1_29?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-29,"Meyaar SP Durable Designed Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Ear Buds for Cell Phones, Tablet for All Smartphones (Metal Black)",₹999,129,Meyaar,,Metal Black,In Ear,wired usb,,,,,,,Bluetooth,,,,
https://www.amazon.in/Wings-Bluetooth-Wireless-Headphones-Playtime/dp/B0BMF2PDK6/ref=sr_1_22?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386854&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-22,"Wings Phantom 800 Best Low Latency 40ms Earbuds, Bluetooth Wireless Headphones, Gaming Case, LED Lights, 50 Hours Playtime, in-Ear Airpods with Mic, Touch Controls TWS Headset","₹2,999","1,260",Wings,Phantom,Black,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/Heads-225-Headphones-Forest-Green/dp/B078MW1FT8/ref=sr_1_26?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-26,boAt Bass Heads 225 in-Ear Wired Headphones with Mic (Forest Green),NaN,399,boAt,Bassheads,Forest Green,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Meyaar-Electro-SJ-13-Microphone-Headphones/dp/B08D9GWBYC/ref=sr_1_72?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-72,"Meyaar Candy Electro SJ-13 Series with Super Heavy Bass Stereo Earphones Earbuds with Remote & Microphone for Laptops, Gaming Noise Isolating Tangle Free Headsets in Ear Headphones (Black)",₹999,129,Meyaar,SJ 13,Black,In Ear,wired usb,,,,,,,,,,,
https://www.amazon.in/Meyaar-Alpha-2-Ultralight-Weight-Headphones/dp/B09FKN9L8Z/ref=sr_1_23?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-23,Meyaar Alpha-2 Ultralight Weight Wired On Ear Headphones with Mic (Red Black),"₹1,499",399,Meyaar,Alpha-2,Red Black,On Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Zebronics-Zeb-Buds-30-Multifunction-Lightweight/dp/B09SGGRKV8/ref=sr_1_24?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-24,"ZEBRONICS Zeb-Buds 30 3.5Mm Stereo Wired in Ear Earphones with Mic for Calling, Volume Control, Multifunction Button, 14Mm Drivers, Stylish Eartip,1.2 Meter Durable Cable and Lightweight Design(Red)",₹499,212,ZEBRONICS,Zeb-Buds 30 (Red),Red,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Wireless-Bluetooth-Headphones-Microphone/dp/B07SHW1XKW/ref=sr_1_27?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-27,Skullcandy Push True Wireless Bluetooth in-Ear Headphones with Microphone - Dark Gray,"₹16,409","11,485",Skullcandy,,grey,In Ear,Wireless,,,,,,,Bluetooth,,,,
https://www.amazon.in/ZEBRONICS-Jumbo-Bluetooth-Wireless-Assistant/dp/B0BGRZX4TH/ref=sr_1_55?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386800&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-55,"ZEBRONICS Jumbo LITE with 70 Hours Backup, Bluetooth v5.2 Wireless in Ear Neckband, Fast Charging, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Dual Pairing, Splash Proof, and Type C (Grey)","₹2,999",864,ZEBRONICS,Zeb Yoga 7 (Jumbo Lite),Grey,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Sesh-True-Wireless-Earbuds/dp/B08XZNGQ91/ref=sr_1_66?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-66,Skullcandy Sesh ANC True Wireless in-Ear Earbuds - True Black,"₹21,999","6,999",Skullcandy,Sesh ANC,Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Zebronics-Zeb-Supreme-USB-Wired-Headphone/dp/B083LZKLG6/ref=sr_1_47?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386799&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-47,ZEBRONICS Zeb-Supreme USB Wired Headphone with Mic,₹999,919,ZEBRONICS,,Black,,,,,,,,Wired,,headband,,,"Headset with adjustable mic::1 unit, User Manual::1 unit"
